,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,weightp,scenecut,rc_lookahead,mbtree,aq-mode
video_515,-0.07,0.08,-0.12,-0.07,-0.07,-0.37,-0.03,-0.06,0.08,-0.23,-0.09,-0.01,-0.08,-0.09,0.16,0.0,-0.38,0.06,-0.01,0.09,0.17,-0.37
video_516,-0.09,0.04,-0.1,-0.06,-0.06,-0.34,-0.02,-0.05,0.08,-0.19,-0.07,-0.05,-0.04,-0.13,0.12,0.01,-0.35,0.03,-0.03,0.1,-0.22,-0.14
video_517,-0.2,0.02,-0.09,-0.05,-0.08,-0.37,-0.0,-0.04,0.1,-0.17,-0.08,-0.03,-0.08,-0.14,0.16,-0.0,-0.2,0.04,-0.02,0.07,-0.33,-0.07
video_518,-0.39,0.02,-0.07,-0.03,-0.06,-0.35,0.02,-0.07,0.13,-0.16,-0.03,-0.07,-0.03,-0.17,0.08,0.0,-0.2,-0.02,-0.02,0.04,-0.2,-0.04
video_519,-0.14,0.07,-0.1,-0.06,-0.05,-0.44,0.01,-0.05,0.06,-0.2,-0.08,-0.02,-0.03,0.05,0.15,-0.03,-0.24,-0.01,-0.01,0.05,0.02,-0.43
video_520,-0.43,-0.16,-0.05,-0.04,-0.02,-0.19,0.04,-0.06,0.07,-0.15,-0.02,-0.21,-0.05,-0.02,-0.26,-0.02,0.06,0.07,0.11,0.03,0.13,-0.54
video_521,-0.11,0.02,-0.07,-0.02,-0.09,-0.29,-0.01,-0.04,0.09,-0.15,-0.08,-0.07,-0.06,-0.0,0.06,-0.02,-0.29,-0.02,0.01,0.08,-0.14,-0.39
video_522,-0.15,-0.02,-0.05,0.01,-0.14,-0.29,0.05,-0.05,0.17,-0.1,-0.12,-0.12,-0.05,0.14,0.12,-0.03,-0.03,-0.04,0.04,0.04,-0.55,-0.33
video_523,-0.1,0.04,-0.08,-0.03,-0.07,-0.2,-0.01,-0.05,0.13,-0.15,-0.06,-0.07,-0.11,-0.12,0.08,-0.03,-0.29,0.01,0.0,0.04,0.23,-0.53
video_524,-0.21,-0.0,-0.08,-0.02,-0.06,-0.38,0.02,-0.06,0.13,-0.15,-0.06,-0.12,-0.08,-0.1,0.1,-0.02,-0.23,-0.04,0.03,0.03,-0.02,-0.35
video_525,-0.14,-0.01,-0.11,-0.07,-0.05,0.01,-0.0,-0.06,0.13,-0.25,-0.01,-0.1,-0.07,-0.09,-0.14,0.02,0.03,0.15,0.02,0.13,0.27,-0.71
video_526,-0.28,0.0,-0.1,-0.07,-0.03,-0.08,-0.02,-0.07,0.13,-0.18,-0.01,-0.11,-0.04,-0.05,-0.1,0.02,0.0,0.1,0.01,0.08,0.08,-0.69
video_527,-0.18,0.02,-0.08,-0.02,-0.06,-0.35,0.02,-0.07,0.11,-0.16,-0.05,-0.11,-0.05,-0.13,0.08,-0.01,-0.25,-0.01,-0.01,0.04,-0.02,-0.34
video_528,-0.17,-0.06,-0.03,-0.01,-0.06,-0.21,0.01,-0.02,0.21,-0.08,-0.04,-0.24,-0.04,-0.03,0.09,-0.04,-0.16,-0.05,0.03,0.0,0.69,-0.63
video_529,-0.22,0.03,-0.07,-0.01,-0.1,-0.2,0.04,-0.05,0.2,-0.12,-0.04,-0.22,-0.11,-0.13,0.06,-0.01,-0.17,-0.02,0.02,0.02,0.16,-0.53
video_530,-0.28,-0.02,-0.03,-0.01,-0.09,-0.11,0.03,-0.03,0.14,-0.13,-0.01,-0.1,-0.05,-0.04,-0.05,-0.01,0.01,-0.0,0.03,0.01,0.52,-0.8
video_531,-0.1,0.01,-0.05,-0.03,-0.07,-0.23,-0.01,-0.03,0.12,-0.17,-0.03,-0.03,-0.07,-0.05,0.05,-0.03,-0.12,0.02,0.0,0.02,0.51,-0.76
video_532,-0.56,-0.01,-0.03,-0.03,-0.09,-0.1,0.05,-0.04,0.24,-0.03,-0.06,-0.01,-0.0,-0.04,0.0,0.04,-0.02,0.02,0.07,0.07,-0.66,0.78
video_533,-0.19,0.01,-0.08,-0.04,-0.08,-0.31,0.03,-0.07,0.07,-0.15,-0.07,-0.1,-0.02,-0.02,0.13,-0.0,-0.13,0.01,-0.01,0.05,-0.4,-0.33
video_534,-0.05,0.05,-0.05,-0.0,-0.08,-0.25,-0.02,-0.05,0.08,-0.14,-0.06,-0.1,-0.08,-0.07,0.17,-0.04,-0.36,0.02,0.02,0.09,0.24,-0.62
video_535,-0.11,-0.03,-0.11,-0.08,-0.05,-0.31,-0.04,-0.05,0.03,-0.26,-0.09,0.05,-0.07,-0.14,0.27,0.03,-0.39,0.1,-0.01,0.04,-0.04,-0.25
video_536,-0.19,-0.06,-0.06,-0.01,-0.08,-0.31,0.03,-0.05,0.16,-0.14,-0.07,-0.14,-0.11,-0.13,0.12,-0.02,-0.21,-0.01,0.02,0.02,-0.07,-0.38
video_537,-0.52,-0.06,-0.04,0.01,-0.09,-0.24,0.05,-0.05,0.07,-0.08,-0.04,-0.1,-0.02,0.01,0.06,-0.01,-0.08,-0.0,-0.0,0.02,-0.18,-0.36
video_538,-0.19,0.01,-0.04,0.0,-0.06,-0.17,0.05,-0.05,0.12,-0.1,-0.03,-0.17,-0.08,-0.12,0.08,-0.0,-0.11,-0.02,-0.01,0.02,-0.24,-0.54
video_539,-0.12,0.02,-0.06,-0.04,-0.07,-0.23,-0.01,-0.04,0.14,-0.14,-0.04,-0.04,-0.08,-0.05,0.04,-0.03,-0.15,0.02,-0.0,0.02,0.43,-0.73
video_540,-0.21,0.01,-0.04,-0.06,-0.1,-0.14,0.0,-0.07,0.02,-0.14,-0.15,-0.06,-0.07,-0.03,0.07,0.01,-0.2,0.0,-0.05,0.05,-0.22,-0.4
video_541,-0.2,-0.01,-0.02,0.01,-0.02,-0.3,0.02,-0.04,0.06,-0.06,-0.1,-0.07,-0.08,0.11,0.02,0.0,-0.29,-0.17,0.01,-0.02,-0.29,-0.2
video_542,-0.17,0.06,-0.16,-0.14,-0.05,-0.07,-0.03,-0.05,0.14,-0.17,-0.02,-0.01,-0.04,-0.17,-0.13,0.04,-0.01,0.19,-0.01,0.13,0.52,-0.57
video_543,-0.07,0.03,-0.08,0.0,-0.06,-0.23,0.01,-0.06,0.14,-0.19,-0.07,-0.18,-0.17,-0.11,0.11,-0.01,-0.29,-0.02,0.02,0.05,0.19,-0.53
video_544,-0.26,0.03,-0.1,-0.09,-0.04,-0.45,0.01,-0.05,0.1,-0.26,-0.06,-0.05,-0.03,-0.02,0.16,0.0,-0.14,0.09,-0.02,0.05,0.34,-0.5
video_545,-0.12,0.02,-0.03,-0.03,-0.02,-0.15,-0.0,-0.03,0.06,-0.13,-0.13,-0.06,-0.06,-0.16,0.15,-0.07,-0.31,0.0,-0.1,-0.04,-0.44,0.27
video_546,-0.63,-0.05,-0.03,-0.04,-0.04,-0.23,0.0,-0.05,0.1,-0.14,-0.03,0.0,0.0,0.05,0.07,0.01,-0.04,-0.02,0.01,0.02,-0.38,-0.09
video_547,-0.19,-0.02,-0.07,0.01,-0.12,-0.33,0.05,-0.07,0.35,-0.13,-0.07,-0.19,-0.1,-0.06,0.15,-0.03,-0.11,-0.07,0.0,0.02,-0.58,0.55
video_548,-0.09,0.06,-0.07,-0.03,-0.05,-0.31,-0.01,-0.05,0.1,-0.16,-0.07,-0.06,-0.1,-0.09,0.11,-0.02,-0.31,0.0,0.0,0.04,0.26,-0.54
video_549,-0.26,-0.03,-0.08,0.03,-0.09,-0.31,0.07,-0.07,0.3,-0.13,-0.05,-0.35,-0.14,-0.2,0.13,-0.0,-0.17,-0.07,0.01,0.03,-0.17,-0.2
video_550,-0.26,0.05,-0.09,0.01,-0.1,-0.49,0.03,-0.07,0.35,-0.06,-0.09,-0.16,-0.2,-0.09,0.14,-0.02,-0.27,-0.06,0.01,0.02,0.23,-0.25
video_551,-0.22,-0.01,-0.1,-0.06,-0.05,-0.31,-0.01,-0.06,0.06,-0.16,-0.07,-0.04,-0.02,-0.11,0.15,0.03,-0.21,0.06,-0.02,0.07,-0.43,-0.14
video_552,-0.15,-0.02,-0.05,-0.02,-0.06,-0.24,-0.04,-0.03,0.08,-0.12,-0.09,-0.04,-0.07,-0.06,0.11,-0.02,-0.32,-0.01,0.0,0.07,-0.39,-0.18
video_553,-0.11,0.06,-0.11,-0.05,-0.07,-0.39,-0.01,-0.06,0.09,-0.21,-0.08,-0.02,-0.07,-0.14,0.18,0.0,-0.35,0.04,-0.01,0.06,0.01,-0.28
video_554,-0.23,0.03,-0.07,-0.02,-0.07,-0.26,0.02,-0.04,0.08,-0.14,-0.06,-0.12,-0.07,-0.09,0.08,-0.01,-0.17,0.0,0.0,0.04,-0.16,-0.45
video_555,-0.54,-0.09,-0.03,-0.02,-0.13,-0.28,0.02,-0.02,0.06,-0.1,-0.06,-0.0,-0.02,0.07,0.03,-0.02,-0.0,-0.04,0.04,-0.02,0.35,-0.5
video_556,-0.1,0.02,0.01,0.01,-0.06,-0.13,-0.0,-0.01,0.03,-0.06,-0.08,-0.09,-0.13,-0.09,0.17,-0.04,-0.32,-0.02,0.0,0.04,-0.5,-0.22
video_557,-0.44,0.01,-0.08,-0.03,-0.07,-0.3,0.03,-0.08,0.13,-0.12,-0.06,-0.1,-0.01,-0.14,0.06,0.01,-0.12,0.0,-0.04,0.05,-0.51,0.2
video_558,-0.15,0.04,-0.02,-0.03,-0.04,-0.2,-0.01,-0.05,-0.02,-0.09,-0.13,-0.01,-0.02,-0.12,0.16,0.03,-0.32,0.01,-0.04,0.05,-0.31,-0.32
video_559,-0.04,0.08,-0.12,-0.07,-0.05,-0.31,-0.05,-0.05,0.07,-0.2,-0.07,0.01,-0.06,-0.12,0.13,0.0,-0.35,0.08,-0.0,0.08,0.23,-0.48
video_560,-0.15,0.03,-0.01,0.01,-0.07,-0.21,0.01,-0.05,0.0,-0.1,-0.05,-0.05,-0.07,-0.05,0.12,-0.04,-0.26,0.0,-0.02,0.06,-0.51,-0.15
video_561,-0.19,0.02,-0.01,-0.03,-0.07,-0.1,0.03,-0.04,-0.04,-0.07,-0.21,-0.08,-0.08,-0.01,0.18,-0.0,-0.23,-0.02,-0.03,0.02,-0.46,-0.3
video_562,-0.24,-0.09,-0.04,0.02,-0.05,-0.22,-0.0,-0.05,0.09,-0.16,-0.04,-0.14,-0.12,-0.09,0.07,-0.04,-0.27,-0.02,0.01,0.03,0.3,-0.52
video_563,-0.24,0.01,-0.01,-0.0,-0.08,-0.14,0.04,-0.02,-0.09,-0.08,-0.13,-0.29,-0.1,0.13,0.17,-0.04,-0.04,-0.07,0.01,-0.02,-0.42,-0.53
video_564,-0.1,0.03,-0.08,-0.03,-0.05,-0.19,-0.0,-0.05,0.06,-0.13,-0.06,-0.08,-0.05,-0.06,0.0,0.0,-0.16,0.04,-0.0,0.05,-0.09,-0.62
video_565,-0.11,0.0,0.0,-0.01,-0.07,-0.09,-0.05,-0.0,-0.04,-0.08,-0.06,-0.04,-0.05,0.09,0.17,-0.05,-0.2,0.01,0.0,0.08,-0.83,-0.02
video_566,-0.36,-0.22,-0.06,-0.03,-0.08,-0.3,0.02,-0.03,0.08,-0.13,-0.1,-0.02,-0.04,-0.04,0.03,-0.02,-0.15,-0.0,-0.02,0.01,0.01,-0.21
video_567,-0.23,0.05,-0.08,-0.04,-0.1,-0.32,0.01,-0.05,0.18,-0.1,-0.06,-0.04,-0.08,-0.12,0.17,-0.03,-0.26,0.02,0.02,0.02,0.24,-0.5
video_568,-0.18,0.04,-0.1,-0.06,-0.07,-0.34,-0.03,-0.06,0.07,-0.19,-0.07,-0.0,-0.03,-0.11,0.16,0.01,-0.32,0.04,-0.04,0.07,-0.29,-0.02
video_569,-0.24,0.04,-0.09,-0.07,-0.07,-0.35,-0.0,-0.07,0.03,-0.18,-0.09,-0.05,-0.03,-0.08,0.15,0.01,-0.22,0.04,-0.04,0.06,-0.19,-0.25
video_570,-0.22,0.01,-0.08,-0.04,-0.07,-0.33,0.01,-0.06,0.08,-0.16,-0.06,-0.06,-0.06,-0.0,0.11,-0.03,-0.16,0.02,0.0,0.04,0.17,-0.6
video_571,-0.36,-0.12,-0.02,0.02,-0.04,-0.23,0.03,-0.02,0.08,-0.11,-0.01,-0.09,-0.02,-0.03,-0.02,-0.06,-0.05,-0.04,0.03,-0.02,0.56,-0.64
video_572,-0.29,-0.04,-0.03,-0.01,-0.08,-0.18,0.01,-0.02,0.06,-0.09,-0.02,-0.07,-0.04,0.04,-0.02,-0.03,-0.01,-0.03,0.03,-0.02,0.54,-0.78
video_573,-0.14,0.04,-0.09,-0.05,-0.09,-0.29,0.0,-0.06,0.1,-0.15,-0.08,-0.06,-0.06,-0.03,0.11,-0.01,-0.19,0.06,-0.03,0.08,-0.02,-0.55
video_574,-0.44,0.01,-0.07,-0.04,-0.07,-0.21,0.0,-0.06,0.12,-0.16,-0.03,-0.09,-0.04,-0.12,0.09,0.0,-0.18,0.03,-0.02,0.03,0.09,-0.42
video_575,-0.09,0.04,-0.07,-0.0,-0.07,-0.25,0.02,-0.06,0.13,-0.18,-0.05,-0.03,-0.1,-0.16,0.11,-0.03,-0.26,0.04,-0.01,0.03,0.35,-0.59
video_576,-0.09,0.05,-0.09,-0.05,-0.07,-0.3,-0.01,-0.05,0.05,-0.17,-0.08,-0.03,-0.02,-0.1,0.19,0.01,-0.26,0.08,-0.01,0.06,-0.48,-0.19
video_577,-0.13,0.06,-0.1,-0.05,-0.06,-0.37,-0.0,-0.06,0.08,-0.2,-0.07,-0.01,-0.05,-0.08,0.11,-0.01,-0.26,0.04,-0.01,0.04,0.26,-0.49
video_578,-0.15,-0.03,-0.04,-0.0,-0.07,-0.19,0.03,-0.05,0.11,-0.11,-0.07,-0.08,-0.07,-0.04,0.05,-0.01,-0.21,0.06,-0.01,-0.0,-0.24,-0.48
video_579,-0.15,0.06,-0.14,-0.1,-0.06,-0.38,-0.02,-0.07,0.07,-0.22,-0.07,0.0,-0.03,-0.1,0.14,0.02,-0.26,0.11,-0.01,0.09,0.12,-0.41
video_580,-0.23,0.03,-0.08,-0.01,-0.08,-0.33,0.03,-0.05,0.16,-0.19,-0.06,-0.03,-0.04,-0.12,0.01,-0.01,-0.2,0.03,0.03,0.03,0.38,-0.53
video_581,-0.31,0.02,-0.08,-0.01,-0.08,-0.33,0.03,-0.08,0.15,-0.14,-0.03,-0.15,-0.08,-0.18,0.04,-0.02,-0.23,-0.01,0.01,0.04,0.11,-0.28
video_582,-0.26,0.0,-0.08,-0.05,-0.09,-0.31,-0.02,-0.05,0.17,-0.14,-0.08,0.01,-0.1,-0.05,0.17,-0.02,-0.31,0.03,0.03,0.01,0.54,-0.48
video_583,-0.21,0.05,-0.07,-0.03,-0.07,-0.25,-0.02,-0.05,0.15,-0.13,-0.06,-0.01,-0.09,-0.05,0.08,-0.03,-0.25,0.01,0.01,0.02,0.59,-0.61
video_584,-0.38,0.06,-0.12,-0.05,-0.08,-0.41,0.02,-0.09,0.19,-0.21,-0.08,-0.04,-0.08,-0.07,0.11,0.01,-0.23,0.04,-0.01,0.07,0.14,-0.27
video_585,-0.14,0.01,-0.05,0.01,-0.08,-0.3,-0.01,-0.05,0.13,-0.11,-0.08,-0.05,-0.08,-0.03,0.08,-0.07,-0.31,-0.01,0.03,0.03,0.71,-0.55
video_586,-0.41,0.02,-0.13,-0.09,-0.07,-0.19,0.0,-0.08,0.2,-0.13,-0.03,-0.06,-0.03,-0.14,-0.07,0.04,-0.04,0.1,0.01,0.11,-0.04,-0.43
video_587,-0.64,-0.02,-0.09,-0.04,-0.06,-0.27,0.05,-0.09,0.2,-0.19,-0.01,-0.08,0.03,-0.03,-0.04,0.04,0.03,0.04,0.03,0.07,-0.2,-0.23
video_588,-0.01,0.03,-0.04,0.04,-0.09,-0.17,0.0,-0.05,0.11,-0.11,-0.06,-0.07,-0.14,-0.07,0.06,-0.05,-0.33,0.02,0.03,0.06,0.41,-0.66
video_589,-0.4,0.01,-0.08,-0.05,-0.03,-0.29,0.0,-0.05,0.12,-0.32,-0.03,-0.04,0.01,-0.04,0.04,0.04,-0.04,0.06,-0.0,0.04,-0.24,-0.27
video_590,-0.39,0.04,-0.09,-0.04,-0.07,-0.38,0.04,-0.07,0.21,-0.14,-0.07,-0.04,-0.04,-0.02,0.08,-0.0,-0.1,-0.03,0.02,0.01,0.62,-0.49
video_591,-0.41,0.0,-0.08,-0.03,-0.08,-0.37,-0.01,-0.05,0.16,-0.15,-0.05,-0.02,-0.04,-0.08,0.07,-0.03,-0.18,-0.02,0.03,0.04,0.37,-0.39
video_592,-0.14,0.03,-0.07,-0.02,-0.07,-0.27,-0.01,-0.05,0.15,-0.11,-0.06,-0.04,-0.11,-0.12,0.13,-0.03,-0.27,0.01,-0.01,0.02,0.28,-0.57
video_593,-0.27,0.04,-0.11,-0.03,-0.08,-0.42,0.03,-0.08,0.2,-0.18,-0.07,-0.14,-0.07,-0.17,0.15,-0.01,-0.23,0.02,-0.03,0.05,-0.35,0.22
video_594,-0.27,0.08,-0.13,-0.09,-0.06,-0.49,0.03,-0.08,0.12,-0.21,-0.09,-0.03,-0.04,-0.03,0.15,0.01,-0.17,-0.02,0.0,0.04,0.15,-0.3
video_595,-0.14,0.0,-0.02,-0.01,-0.05,-0.17,-0.02,-0.04,0.04,-0.08,-0.05,-0.06,-0.02,-0.02,0.04,-0.03,-0.29,-0.0,-0.02,0.09,-0.52,-0.18
video_596,-0.1,0.08,-0.13,-0.1,-0.05,-0.35,-0.05,-0.07,0.09,-0.26,-0.08,-0.0,-0.05,-0.18,0.14,0.04,-0.43,0.09,-0.05,0.11,-0.03,-0.03
video_597,-0.26,0.01,-0.05,-0.03,-0.04,-0.05,-0.0,-0.01,0.08,-0.03,-0.05,0.01,-0.04,-0.01,-0.06,0.03,-0.02,0.05,0.13,0.06,-0.86,0.73
video_598,-0.33,-0.03,-0.04,-0.03,-0.01,0.0,0.03,-0.04,0.11,0.01,0.02,-0.12,0.0,-0.12,-0.25,0.02,0.18,0.05,0.1,0.06,-0.88,0.71
video_599,-0.17,0.06,-0.11,-0.06,-0.06,-0.32,-0.02,-0.07,0.08,-0.2,-0.06,-0.04,-0.04,-0.18,0.14,0.02,-0.36,0.07,-0.03,0.09,-0.08,-0.22
video_600,-0.08,0.08,-0.09,-0.04,-0.07,-0.34,-0.02,-0.06,0.15,-0.17,-0.09,-0.03,-0.15,-0.03,0.15,-0.03,-0.37,0.03,-0.0,0.08,0.37,-0.51
video_601,-0.44,0.02,-0.07,-0.03,-0.06,-0.22,0.02,-0.06,0.19,-0.11,-0.02,-0.09,-0.01,-0.19,0.07,0.0,-0.08,-0.0,-0.04,0.04,-0.65,0.5
video_602,-0.16,0.04,-0.06,-0.0,-0.08,-0.34,0.02,-0.04,0.06,-0.12,-0.1,-0.08,-0.05,0.0,0.07,-0.04,-0.17,-0.01,0.01,-0.0,0.09,-0.6
video_603,-0.15,0.02,-0.05,-0.01,-0.04,-0.19,-0.01,-0.04,0.09,-0.19,-0.04,-0.07,-0.05,-0.15,0.05,-0.02,-0.25,0.03,-0.03,0.04,-0.08,-0.42
video_604,-0.1,0.04,-0.08,-0.02,-0.09,-0.3,-0.02,-0.05,0.11,-0.16,-0.08,-0.08,-0.12,-0.05,0.12,-0.02,-0.35,0.0,0.02,0.05,0.08,-0.43
video_605,-0.15,0.04,-0.1,-0.04,-0.07,-0.32,0.01,-0.06,0.1,-0.16,-0.06,-0.09,-0.08,-0.18,0.15,0.01,-0.27,0.04,-0.02,0.08,-0.43,0.02
video_606,-0.12,0.03,-0.1,-0.06,-0.07,-0.32,-0.03,-0.06,0.09,-0.19,-0.08,-0.08,-0.03,-0.13,0.13,0.0,-0.32,0.03,-0.02,0.08,-0.39,0.05
video_607,-0.16,0.06,-0.07,-0.02,-0.09,-0.33,-0.01,-0.07,0.12,-0.17,-0.09,-0.08,-0.08,-0.08,0.18,-0.03,-0.4,0.02,-0.03,0.08,-0.03,-0.26
video_608,-0.1,0.07,-0.12,-0.07,-0.07,-0.35,-0.03,-0.06,0.05,-0.2,-0.09,0.02,-0.05,-0.18,0.21,0.04,-0.37,0.1,-0.03,0.09,-0.14,-0.21
video_609,-0.1,0.03,-0.07,-0.02,-0.05,-0.3,-0.02,-0.04,0.09,-0.17,-0.08,-0.0,-0.13,-0.03,0.12,-0.03,-0.29,0.04,-0.01,0.01,0.33,-0.59
video_610,-0.43,0.05,-0.13,-0.05,-0.11,-0.48,0.06,-0.1,0.31,-0.1,-0.04,-0.12,-0.05,-0.27,0.05,0.01,-0.14,0.03,-0.02,0.08,0.09,-0.04
video_611,-0.15,0.02,-0.05,0.01,-0.08,-0.16,0.03,-0.06,0.11,-0.11,-0.03,-0.16,-0.06,-0.18,0.07,-0.01,-0.23,0.02,-0.06,0.08,-0.48,-0.14
video_612,-0.18,0.07,-0.12,-0.09,-0.06,-0.46,-0.0,-0.06,0.05,-0.23,-0.08,-0.01,-0.05,-0.04,0.22,-0.01,-0.23,0.08,-0.01,0.06,0.28,-0.45
video_613,-0.2,0.0,-0.03,-0.01,-0.08,-0.19,0.0,-0.03,0.03,-0.11,-0.07,-0.05,-0.05,0.1,0.09,-0.05,-0.09,-0.12,0.0,0.02,-0.46,-0.36
video_614,-0.11,0.06,-0.1,-0.06,-0.07,-0.29,-0.02,-0.05,0.09,-0.2,-0.08,-0.04,-0.05,-0.06,0.08,-0.01,-0.29,0.04,-0.01,0.08,0.13,-0.48
video_615,-0.14,0.06,-0.12,-0.08,-0.07,-0.44,0.0,-0.07,0.09,-0.22,-0.07,-0.04,-0.03,-0.1,0.18,0.0,-0.25,0.08,-0.02,0.08,0.1,-0.39
video_616,-0.2,0.08,-0.13,-0.1,-0.06,-0.43,-0.02,-0.06,0.07,-0.23,-0.08,0.01,-0.02,-0.11,0.2,0.01,-0.33,0.09,-0.03,0.08,0.11,-0.27
video_617,-0.17,0.04,-0.09,-0.02,-0.01,-0.22,-0.01,-0.06,0.02,-0.2,-0.03,-0.23,-0.09,-0.31,0.19,0.03,-0.4,0.05,-0.03,0.08,-0.16,0.04
video_618,-0.25,0.03,-0.07,-0.04,-0.05,-0.3,-0.02,-0.04,0.09,-0.16,-0.06,-0.03,-0.07,-0.1,0.07,-0.03,-0.26,0.03,0.0,0.03,0.28,-0.48
video_619,-0.44,-0.01,-0.05,0.03,-0.09,-0.09,0.09,-0.04,0.32,-0.12,-0.07,-0.53,-0.11,-0.05,0.16,0.02,-0.2,-0.04,0.11,0.02,-0.27,0.28
video_620,-0.08,0.08,-0.11,-0.07,-0.05,-0.4,-0.02,-0.05,0.09,-0.2,-0.08,-0.02,-0.07,-0.03,0.13,-0.02,-0.29,0.03,0.0,0.06,0.33,-0.53
video_621,-0.04,0.02,-0.06,0.03,-0.1,-0.23,0.01,-0.05,0.13,-0.13,-0.1,-0.08,-0.22,-0.07,0.15,-0.01,-0.34,-0.0,0.03,0.03,0.14,-0.56
video_622,-0.28,0.06,-0.1,-0.01,-0.11,-0.5,0.03,-0.08,0.24,-0.11,-0.09,-0.07,-0.12,-0.12,0.22,-0.02,-0.33,-0.03,0.01,0.04,0.19,-0.16
video_623,-0.15,0.03,-0.05,-0.02,-0.05,-0.19,-0.02,-0.05,0.02,-0.14,-0.04,-0.03,-0.05,-0.1,0.1,-0.01,-0.27,0.03,-0.03,0.09,-0.46,-0.16
video_624,-0.34,0.02,-0.13,-0.1,-0.04,-0.14,-0.04,-0.07,0.11,-0.2,-0.03,-0.01,-0.02,-0.14,-0.07,0.03,-0.12,0.14,-0.0,0.11,-0.03,-0.41
video_625,-0.32,0.0,-0.05,-0.03,-0.08,-0.26,-0.07,-0.02,0.08,-0.11,-0.03,-0.04,-0.04,0.02,-0.05,-0.05,-0.13,-0.04,0.05,0.07,-0.44,0.03
video_626,-0.14,0.03,-0.09,-0.03,-0.07,-0.31,0.0,-0.08,0.14,-0.18,-0.07,-0.12,-0.1,-0.19,0.11,-0.01,-0.32,0.03,-0.03,0.07,-0.21,-0.1
video_627,-0.57,0.0,-0.07,-0.01,-0.14,-0.39,0.06,-0.08,0.31,-0.07,-0.07,-0.16,-0.07,-0.01,0.06,0.01,-0.1,-0.05,0.1,0.03,-0.1,-0.22
video_628,-0.14,-0.02,-0.05,0.01,-0.1,-0.14,0.01,-0.07,0.06,-0.2,-0.08,-0.08,-0.2,-0.08,0.25,0.01,-0.25,0.09,-0.02,0.02,-0.26,-0.45
video_629,-0.15,-0.0,-0.08,-0.04,-0.06,-0.16,0.01,-0.06,0.09,-0.08,-0.04,-0.11,-0.03,-0.12,-0.01,0.02,-0.11,0.05,-0.01,0.08,-0.63,-0.17
video_630,-0.12,0.04,-0.06,0.0,-0.06,-0.22,0.02,-0.06,0.08,-0.13,-0.03,-0.18,-0.06,-0.2,0.14,0.01,-0.32,-0.01,-0.05,0.07,-0.46,0.02
video_631,-0.16,0.05,-0.08,-0.04,-0.08,-0.39,0.01,-0.06,0.09,-0.19,-0.08,-0.04,-0.05,-0.06,0.19,-0.03,-0.31,-0.03,-0.03,0.04,-0.09,-0.22
video_632,-0.1,0.03,-0.08,-0.05,-0.07,-0.32,-0.03,-0.04,0.07,-0.16,-0.07,-0.01,-0.03,-0.09,0.17,0.01,-0.34,0.02,-0.03,0.07,-0.42,-0.02
video_633,-0.2,-0.02,-0.07,-0.06,-0.04,-0.06,-0.01,-0.07,0.11,-0.13,-0.02,-0.14,-0.02,-0.08,-0.11,0.02,-0.05,0.12,-0.01,0.11,-0.33,-0.56
video_634,-0.53,-0.05,-0.08,-0.05,-0.05,-0.21,0.01,-0.08,0.14,-0.19,-0.01,-0.15,-0.02,-0.06,-0.07,0.01,-0.02,0.05,0.02,0.07,0.02,-0.4
video_635,-0.2,0.07,-0.11,-0.08,-0.04,-0.39,-0.03,-0.07,0.05,-0.21,-0.06,-0.01,-0.02,-0.12,0.18,0.01,-0.35,0.08,-0.05,0.1,-0.21,-0.06
video_636,-0.08,0.04,-0.07,0.01,-0.09,-0.3,0.01,-0.07,0.14,-0.17,-0.08,-0.12,-0.18,-0.09,0.15,-0.02,-0.34,0.02,0.01,0.05,0.23,-0.49
video_637,-0.09,0.04,-0.07,-0.03,-0.06,-0.27,-0.03,-0.04,0.05,-0.14,-0.06,-0.04,-0.04,-0.12,0.15,-0.01,-0.32,0.03,-0.04,0.08,-0.48,-0.03
video_638,-0.22,-0.05,-0.04,-0.02,-0.05,-0.2,-0.0,-0.05,0.05,-0.11,-0.06,-0.06,-0.04,-0.05,0.08,-0.01,-0.18,-0.03,-0.01,0.03,-0.33,-0.37
video_639,-0.13,-0.07,-0.07,-0.05,-0.07,-0.26,-0.04,-0.02,0.05,-0.21,-0.07,-0.03,-0.06,-0.1,0.2,-0.02,-0.29,0.03,-0.03,0.02,0.02,-0.41
video_640,-0.7,-0.06,-0.03,-0.02,-0.09,-0.21,0.02,-0.04,0.15,-0.1,-0.09,-0.01,-0.0,0.06,0.09,0.01,-0.05,-0.01,0.08,0.01,-0.48,0.33
video_641,-0.11,0.02,-0.05,0.01,-0.07,-0.18,0.02,-0.05,0.08,-0.14,-0.06,-0.16,-0.09,-0.14,0.17,0.01,-0.29,0.0,-0.02,0.06,-0.47,-0.2
video_642,-0.26,-0.02,-0.06,-0.02,-0.05,-0.41,0.02,-0.06,0.08,-0.34,-0.06,-0.01,0.0,-0.01,0.26,0.04,-0.13,0.01,-0.01,0.01,-0.29,-0.27
video_643,-0.39,-0.03,-0.12,-0.08,-0.02,-0.12,0.02,-0.11,0.15,-0.14,-0.0,-0.18,-0.0,-0.1,-0.13,0.06,0.05,0.12,-0.01,0.11,-0.63,-0.07
